commit_hash,category,topic,title,files_changed,pr_link,author,accepter_1,accepter_2,accepter_3,merge_into
1d233b8f500,skip,Untopiced,"Revert ""Make nn.Module state_dict load_state_dict pre-hook and state_dict post hook public (#126704)""",test/nn/test_load_state_dict.py test/nn/test_module_hooks.py torch/ao/quantization/fx/_lower_to_native_backend.py torch/distributed/algorithms/_checkpoint/checkpoint_wrapper.py torch/nn/modules/module.py,,,,,,
8a09940a543,inductor,Untopiced,[inductor] fix compile time regression by caching get_gpu_type (#128363),torch/_inductor/comm_analysis.py,https://github.com/pytorch/pytorch/pull/128363,wanchaol,yf225,,,
cac7a22b924,quantization,not user facing,[cuDNN][Quantization] Don't print when plan finalization fails in cuDNN quantization backend (#128177),aten/src/ATen/native/quantized/cudnn/BinaryOps.cpp aten/src/ATen/native/quantized/cudnn/Conv.cpp aten/src/ATen/native/quantized/cudnn/Linear.cpp test/quantization/core/test_quantized_op.py,https://github.com/pytorch/pytorch/pull/128177,eqy,Skylion007,nWEIdia,,
205410cb44e,skip,not user facing,add xpu to torch.tensors (#127280),docs/source/tensors.rst,https://github.com/pytorch/pytorch/pull/127280,jingxu10,svekars,,,
984b1a8c354,dynamo,bug fixes,Fix 'get_attr' call in dynamo 'run_node' (#127696),test/dynamo/test_decorators.py torch/_dynamo/utils.py,https://github.com/pytorch/pytorch/pull/127696,BowenBao,jansel,,,
61f922c2cab,dynamo,bug fixes,Fix 'get_real_value' on placeholder nodes (#127698),test/dynamo/test_decorators.py torch/_dynamo/utils.py,https://github.com/pytorch/pytorch/pull/127698,BowenBao,jansel,,,
3e091237974,skip,not user facing,Enable UFMT on test_nestedtensor.py  (#128359),.lintrunner.toml test/test_nestedtensor.py,https://github.com/pytorch/pytorch/pull/128359,YuqingJ,davidberard98,,,
45dccfddcd8,skip,not user facing,"[cuDNN][SDPA] Support different key, value dimension in cuDNN SDPA (#128350)",aten/src/ATen/native/cudnn/MHA.cpp aten/src/ATen/native/cudnn/MHA.h aten/src/ATen/native/transformers/cuda/attention.cu aten/src/ATen/native/transformers/cuda/attention_backward.cu test/test_transformers.py,https://github.com/pytorch/pytorch/pull/128350,eqy,Skylion007,,,
adb699189b9,skip,Untopiced,"Revert ""[RELAND][dynamo][nn-modules] Trace through nn.Module dunder methods for UnspecializedNNModule (#126578)""",test/distributed/test_dynamo_distributed.py test/dynamo/test_higher_order_ops.py test/dynamo_expected_failures/FakeTensorTest.test_embedding_bag_meta test/dynamo_expected_failures/TestCompileTransformsCPU.test_compile_vmap_hessian_cpu test/dynamo_expected_failures/TestEmbeddingNN.test_embedding_max_norm test/dynamo_expected_failures/TestEmbeddingNN.test_embedding_sparse_basic test/dynamo_expected_failures/TestEmbeddingNN.test_embedding_sparse_empty_tensor test/dynamo_expected_failures/TestEmbeddingNN.test_embeddingbag_include_last_offset test/dynamo_expected_failures/TestExperimentalUtils.test_profiler_pattern_matcher_json_report test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_Bilinear test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_Embedding test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_EmbeddingBag_discontiguous test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_EmbeddingBag_max test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_EmbeddingBag_max_padding_idx test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_EmbeddingBag_mean test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_EmbeddingBag_mean_padding_idx test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_EmbeddingBag_sparse test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_EmbeddingBag_sum test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_EmbeddingBag_sum_padding_idx test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_Embedding_discontiguous test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_Embedding_sparse test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_Linear test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_Linear_no_batch_dim test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_PReLU_no_batch_dim test/dynamo_expected_failures/TestNN.test_ParameterDict test/dynamo_expected_failures/TestNN.test_Sequential_iadd test/dynamo_expected_failures/TestNN.test_bilinear_broadcasting test/dynamo_expected_failures/TestNN.test_layer_norm_grads_with_create_graph_flag test/dynamo_expected_failures/TestNN.test_linear_autograd_device_cpu_bias_weightCOO test/dynamo_expected_failures/TestNN.test_linear_autograd_device_cpu_bias_weightCSC test/dynamo_expected_failures/TestNN.test_linear_autograd_device_cpu_bias_weightCSR test/dynamo_expected_failures/TestNN.test_linear_broadcasting test/dynamo_expected_failures/TestNN.test_module_apply_inplace_op test/dynamo_expected_failures/TestNN.test_overwrite_module_params_on_conversion test/dynamo_expected_failures/TestNNParametrization.test_errors_unparametrized_tensor_parametrization_swap_False test/dynamo_expected_failures/TestNNParametrization.test_new_spectral_norm_forward_swap_True test/dynamo_expected_failures/TestNNParametrization.test_new_spectral_norm_swap_True test/dynamo_expected_failures/TestNNParametrizationDeviceCPU.test_weight_norm_parametrization_swap_False_cpu test/dynamo_expected_failures/TestNNParametrizationDeviceCPU.test_weight_norm_parametrization_swap_True_cpu test/dynamo_expected_failures/TestNestedTensorDeviceTypeCPU.test_embedding_jagged_cpu test/dynamo_expected_failures/TestPruningNN.test_identity_pruning test/dynamo_expected_failures/TestPruningNN.test_pruning_id_consistency test/dynamo_expected_failures/TestPruningNN.test_random_pruning_0perc test/profiler/test_profiler.py torch/_dynamo/create_parameter_op.py torch/_dynamo/mutation_guard.py torch/_dynamo/side_effects.py torch/_dynamo/symbolic_convert.py torch/_dynamo/utils.py torch/_dynamo/variables/dicts.py torch/_dynamo/variables/misc.py torch/_dynamo/variables/nn_module.py torch/_dynamo/variables/torch.py torch/_dynamo/variables/user_defined.py,,,,,,
70a1e857180,distributed,not user facing,[Traceable FSDP2] Use custom ops for AllGather copy-in / copy-out and ReduceScatter copy-in (#127856),torch/distributed/_composable/fsdp/_fsdp_collectives.py,https://github.com/pytorch/pytorch/pull/127856,yf225,awgu,,,
8c1247cffb7,skip,not user facing,[BE] Fixed CPU autocast warning (#127774),torch/utils/checkpoint.py,https://github.com/pytorch/pytorch/pull/127774,awgu,Skylion007,soulitzer,tianyu-l,
a55d0d9718c,skip,Untopiced,Fix side effect pruning (#128028),test/dynamo/test_higher_order_ops.py torch/_dynamo/side_effects.py,https://github.com/pytorch/pytorch/pull/128028,zou3519,jansel,,,
5fcb5f0c8b1,onnx,Untopiced,init reshape_from_tensor_shape comment (#128171),torch/onnx/operators.py,https://github.com/pytorch/pytorch/pull/128171,ahoblitz,titaiwangms,,,
1dd2431f863,distributed,not user facing,[Test] Add test for only_active flag (#128191),test/distributed/test_c10d_nccl.py,https://github.com/pytorch/pytorch/pull/128191,c-p-i-o,d4l3k,,,
eb567b1f402,skip,Untopiced,Pass params to dump_nccl_trace_pickle (#128307),test/distributed/elastic/test_control_plane.py torch/csrc/distributed/c10d/NCCLUtils.cpp torch/csrc/distributed/c10d/ProcessGroupNCCL.cpp torch/csrc/distributed/c10d/control_plane/Handlers.hpp torch/csrc/distributed/c10d/control_plane/WorkerServer.cpp,https://github.com/pytorch/pytorch/pull/128307,c-p-i-o,d4l3k,,,
b79d056e76a,skip,not user facing,[export] FIx unflattener for preserving modules containing unused inputs (#128260),test/export/test_unflatten.py torch/export/unflatten.py,https://github.com/pytorch/pytorch/pull/128260,angelayi,pianpwk,,,
447173198b9,fx,Untopiced,Add docstring for the torch.fx.operator_schemas.create_type_hint func… (#128139),torch/fx/operator_schemas.py,https://github.com/pytorch/pytorch/pull/128139,afrittoli,SherlockNoMad,,,
94fea82d664,onnx,Untopiced,init sub comment (#128082),torch/onnx/symbolic_opset9.py,https://github.com/pytorch/pytorch/pull/128082,ahoblitz,titaiwangms,,,
c9c1fed0654,skip,Untopiced,"Revert ""Flip default value for mypy disallow_untyped_defs [10+2/11] (#128374)""",torch/_C/return_types.pyi.in torch/distributed/_tensor/examples/display_sharding_example.py torch/nn/functional.pyi.in torch/utils/_sympy/numbers.py torch/utils/data/datapipes/datapipe.py torch/utils/data/datapipes/datapipe.pyi.in,,,,,,
5d8c7f39d46,skip,Untopiced,"Revert ""Introduce int_oo (#127693)""",test/dynamo/test_exc.py test/dynamo/test_export.py test/dynamo/test_misc.py test/export/test_export.py test/onnx/test_fx_to_onnx_with_onnxruntime.py test/test_dynamic_shapes.py test/test_proxy_tensor.py test/test_sympy_utils.py torch/_decomp/decompositions.py torch/_export/passes/add_runtime_assertions_for_constraints_pass.py torch/_export/serde/serialize.py torch/_inductor/graph.py torch/export/dynamic_shapes.py torch/fx/experimental/symbolic_shapes.py torch/fx/passes/runtime_assert.py torch/utils/_sympy/functions.py torch/utils/_sympy/interp.py torch/utils/_sympy/numbers.py torch/utils/_sympy/value_ranges.py,,,,,,
786c24a4cd8,inductor,not user facing,[inductor] Always realize sigmoid for CPU (#128339),test/inductor/test_cpu_repro.py torch/_inductor/ir.py,https://github.com/pytorch/pytorch/pull/128339,desertfire,eellison,helloguo,jansel,
6af4c6acad5,distributed,not user facing,"Migrate test to internal base class, fixes (#128367)",test/distributed/launcher/run_test.py test/distributed/launcher/test_run.py,https://github.com/pytorch/pytorch/pull/128367,kurman,d4l3k,,,
fb013ecb241,skip,not user facing,Remove unused private List::ptr_to_first_element (#128405),aten/src/ATen/core/List.h aten/src/ATen/core/List_inl.h,https://github.com/pytorch/pytorch/pull/128405,cyyever,ezyang,,,
219da29dfd8,mobile,not user facing,[7/N] Remove unused functions (#128407),aten/src/ATen/native/SpectralOps.cpp torch/csrc/jit/mobile/nnc/aot_compiler.cpp torch/csrc/jit/passes/batch_mm.cpp,https://github.com/pytorch/pytorch/pull/128407,cyyever,ezyang,,,
9538bf4e7c5,mps,not user facing,[2/N] Remove inclusion of c10/util/string_utils.h (#128372),aten/src/ATen/native/TensorShape.cpp aten/src/ATen/native/mps/operations/Activation.mm aten/src/ATen/native/mps/operations/Blas.mm aten/src/ATen/native/mps/operations/ConstantOps.mm aten/src/ATen/native/mps/operations/Convolution.mm aten/src/ATen/native/mps/operations/Distributions.mm aten/src/ATen/native/mps/operations/Linear.mm aten/src/ATen/native/mps/operations/LinearAlgebra.mm aten/src/ATen/native/mps/operations/LossOps.mm aten/src/ATen/native/mps/operations/RangeFactories.mm aten/src/ATen/native/mps/operations/ReduceOps.mm aten/src/ATen/native/mps/operations/Shape.mm aten/src/ATen/native/mps/operations/Sort.mm aten/src/ATen/native/mps/operations/TensorCompare.mm aten/src/ATen/native/mps/operations/Unique.mm aten/src/ATen/native/mps/operations/UpSample.mm aten/src/ATen/native/mps/operations/View.mm torch/csrc/autograd/profiler_python.cpp,https://github.com/pytorch/pytorch/pull/128372,cyyever,aaronenyeshi,,,
bb2a9955297,dynamo,Untopiced,"Back out ""[Dynamo] Treat integers stored on nn.Modules as dynamic (#126466)"" (#128432)",test/dynamo/test_modules.py test/onnx/dynamo/test_dynamo_with_onnxruntime_backend.py torch/_dynamo/variables/builder.py,https://github.com/pytorch/pytorch/pull/128432,doctorweichen,Yuzhen11,ezyang,,
3d55d84ec22,jit,not user facing,[Fix] Check tensor dtype before using torch.allclose in _trace log (#128438),torch/jit/_trace.py,https://github.com/pytorch/pytorch/pull/128438,jiashenC,angelayi,,,
7f6daf289b6,inductor,not user facing,[inductor] parallel compile: set LD_LIBRARY_PATH for sub-processes in internal (#128376),torch/_inductor/compile_worker/subproc_pool.py,https://github.com/pytorch/pytorch/pull/128376,masnesral,eellison,,,
85eeb90d2c4,dynamo,not user facing,[dynamo] Fix graph breaks related to HF ModelOutput (#127780),benchmarks/dynamo/ci_expected_accuracy/aot_eager_huggingface_training.csv benchmarks/dynamo/ci_expected_accuracy/aot_eager_torchbench_inference.csv benchmarks/dynamo/ci_expected_accuracy/aot_eager_torchbench_training.csv benchmarks/dynamo/ci_expected_accuracy/cu124/dynamic_inductor_huggingface_training.csv benchmarks/dynamo/ci_expected_accuracy/cu124/inductor_huggingface_training.csv benchmarks/dynamo/ci_expected_accuracy/dynamic_aot_eager_huggingface_training.csv benchmarks/dynamo/ci_expected_accuracy/dynamic_aot_eager_torchbench_inference.csv benchmarks/dynamo/ci_expected_accuracy/dynamic_aot_eager_torchbench_training.csv benchmarks/dynamo/ci_expected_accuracy/dynamic_inductor_huggingface_training.csv benchmarks/dynamo/ci_expected_accuracy/dynamic_inductor_torchbench_inference.csv benchmarks/dynamo/ci_expected_accuracy/dynamic_inductor_torchbench_training.csv benchmarks/dynamo/ci_expected_accuracy/dynamo_eager_huggingface_training.csv benchmarks/dynamo/ci_expected_accuracy/dynamo_eager_torchbench_inference.csv benchmarks/dynamo/ci_expected_accuracy/dynamo_eager_torchbench_training.csv benchmarks/dynamo/ci_expected_accuracy/inductor_huggingface_training.csv benchmarks/dynamo/ci_expected_accuracy/inductor_torchbench_inference.csv benchmarks/dynamo/ci_expected_accuracy/inductor_torchbench_training.csv test/dynamo/test_model_output.py torch/_dynamo/side_effects.py torch/_dynamo/variables/__init__.py torch/_dynamo/variables/builder.py torch/_dynamo/variables/builtin.py torch/_dynamo/variables/dicts.py torch/_dynamo/variables/misc.py torch/_dynamo/variables/user_defined.py torch/csrc/dynamo/guards.cpp,https://github.com/pytorch/pytorch/pull/127780,williamwen42,anijain2305,jansel,,
3ddec713b81,skip,Untopiced,"Revert ""[cuDNN][Quantization] Don't print when plan finalization fails in cuDNN quantization backend (#128177)""",aten/src/ATen/native/quantized/cudnn/BinaryOps.cpp aten/src/ATen/native/quantized/cudnn/Conv.cpp aten/src/ATen/native/quantized/cudnn/Linear.cpp test/quantization/core/test_quantized_op.py,,,,,,
7c2058338a9,fx,Untopiced,Improve convert fp32 to fp16 fx pass (#127829),torch/fx/experimental/const_fold.py,https://github.com/pytorch/pytorch/pull/127829,trieuat,Skylion007,,,
86b5df3e71e,fx,docs,Documenting the torch.fx.annotate.annotate function (#128337),torch/fx/annotate.py,https://github.com/pytorch/pytorch/pull/128337,kiszk,malfet,,,
8cf302dce4c,skip,not user facing,[5/N] Change static functions in headers to inline (#128406),aten/src/ATen/native/GridSamplerUtils.h aten/src/ATen/native/LossMulti.h aten/src/ATen/native/MaxPooling.h aten/src/ATen/native/UpSample.h aten/src/ATen/native/vol2col.h,https://github.com/pytorch/pytorch/pull/128406,cyyever,ezyang,,,
02e7519ac3c,python_frontend,docs,DOC: strip inaccurate either float32 or float64 statement from set_default_type (#128192),torch/__init__.py,https://github.com/pytorch/pytorch/pull/128192,loganthomas,malfet,,,
c0b87afcade,skip,not user facing,[RELAND2][dynamo][nn-modules] Trace through nn.Module dunder methods for UnspecializedNNModule (#126578),test/distributed/test_dynamo_distributed.py test/dynamo/test_higher_order_ops.py test/dynamo_expected_failures/FakeTensorTest.test_embedding_bag_meta test/dynamo_expected_failures/TestCompileTransformsCPU.test_compile_vmap_hessian_cpu test/dynamo_expected_failures/TestEmbeddingNN.test_embedding_max_norm test/dynamo_expected_failures/TestEmbeddingNN.test_embedding_sparse_basic test/dynamo_expected_failures/TestEmbeddingNN.test_embedding_sparse_empty_tensor test/dynamo_expected_failures/TestEmbeddingNN.test_embeddingbag_include_last_offset test/dynamo_expected_failures/TestExperimentalUtils.test_profiler_pattern_matcher_json_report test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_Bilinear test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_Embedding test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_EmbeddingBag_discontiguous test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_EmbeddingBag_max test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_EmbeddingBag_max_padding_idx test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_EmbeddingBag_mean test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_EmbeddingBag_mean_padding_idx test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_EmbeddingBag_sparse test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_EmbeddingBag_sum test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_EmbeddingBag_sum_padding_idx test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_Embedding_discontiguous test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_Embedding_sparse test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_Linear test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_Linear_no_batch_dim test/dynamo_expected_failures/TestJitGeneratedModule.test_nn_PReLU_no_batch_dim test/dynamo_expected_failures/TestNN.test_ParameterDict test/dynamo_expected_failures/TestNN.test_Sequential_iadd test/dynamo_expected_failures/TestNN.test_bilinear_broadcasting test/dynamo_expected_failures/TestNN.test_layer_norm_grads_with_create_graph_flag test/dynamo_expected_failures/TestNN.test_linear_autograd_device_cpu_bias_weightCOO test/dynamo_expected_failures/TestNN.test_linear_autograd_device_cpu_bias_weightCSC test/dynamo_expected_failures/TestNN.test_linear_autograd_device_cpu_bias_weightCSR test/dynamo_expected_failures/TestNN.test_linear_broadcasting test/dynamo_expected_failures/TestNN.test_module_apply_inplace_op test/dynamo_expected_failures/TestNN.test_overwrite_module_params_on_conversion test/dynamo_expected_failures/TestNNParametrization.test_errors_unparametrized_tensor_parametrization_swap_False test/dynamo_expected_failures/TestNNParametrization.test_new_spectral_norm_forward_swap_True test/dynamo_expected_failures/TestNNParametrization.test_new_spectral_norm_swap_True test/dynamo_expected_failures/TestNNParametrizationDeviceCPU.test_weight_norm_parametrization_swap_False_cpu test/dynamo_expected_failures/TestNNParametrizationDeviceCPU.test_weight_norm_parametrization_swap_True_cpu test/dynamo_expected_failures/TestNestedTensorDeviceTypeCPU.test_embedding_jagged_cpu test/dynamo_expected_failures/TestPruningNN.test_identity_pruning test/dynamo_expected_failures/TestPruningNN.test_pruning_id_consistency test/dynamo_expected_failures/TestPruningNN.test_random_pruning_0perc test/profiler/test_profiler.py torch/_dynamo/create_parameter_op.py torch/_dynamo/mutation_guard.py torch/_dynamo/side_effects.py torch/_dynamo/symbolic_convert.py torch/_dynamo/utils.py torch/_dynamo/variables/dicts.py torch/_dynamo/variables/misc.py torch/_dynamo/variables/nn_module.py torch/_dynamo/variables/torch.py torch/_dynamo/variables/user_defined.py,https://github.com/pytorch/pytorch/pull/126578,anijain2305,jansel,,,
